name,task,metric,best_acc,last_acc,n_points,final_iter,state,ckpt,baseline,error
mazes_revise_w0.1_cp0.15_s1,mazes,test_accuracies_most_certain,0.91408,0.91408,100,100000,done,checkpoint.pt,0.9117,
mazes_revise_w0.1_cp0.15_s2,mazes,test_accuracies_most_certain,0.88255,0.88255,40,40000,done,checkpoint.pt,0.9117,
mazes_revise_w0.1_cp0.15_s3,mazes,test_accuracies_most_certain,0.88746,0.88746,40,40000,done,checkpoint.pt,0.9117,
mazes_revise_w0.1_cp0.15_s4,mazes,test_accuracies_most_certain,0.91138,0.91136,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p05_s0,mazes,test_accuracies_most_certain,0.89916,0.7135,50,50000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p05_s1,mazes,test_accuracies_most_certain,0.91117,0.91042,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p05_s2,mazes,test_accuracies_most_certain,0.86406,0.77706,30,30000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p15_s0,mazes,test_accuracies_most_certain,0.91323,0.91314,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p15_s1,mazes,test_accuracies_most_certain,0.89886,0.89847,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p15_s2,mazes,test_accuracies_most_certain,0.90254,0.90159,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p3_s0,mazes,test_accuracies_most_certain,0.91142,0.91048,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p3_s1,mazes,test_accuracies_most_certain,0.87703,0.87487,30,30000,done,checkpoint.pt,0.9117,
mazes_swp_w0p05_cp0p3_s2,mazes,test_accuracies_most_certain,0.90479,0.9034,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p05_s0,mazes,test_accuracies_most_certain,0.9038,0.88662,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p05_s1,mazes,test_accuracies_most_certain,0.87816,0.87816,30,30000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p05_s2,mazes,test_accuracies_most_certain,0.90683,0.90654,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p15_s0,mazes,test_accuracies_most_certain,0.90935,0.9058,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p15_s1,mazes,test_accuracies_most_certain,0.90041,0.89704,50,50000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p15_s2,mazes,test_accuracies_most_certain,0.86399,0.86399,30,30000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p3_s0,mazes,test_accuracies_most_certain,0.89755,0.89755,50,50000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p3_s1,mazes,test_accuracies_most_certain,0.91475,0.9131,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p1_cp0p3_s2,mazes,test_accuracies_most_certain,0.89754,0.88564,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p05_s0,mazes,test_accuracies_most_certain,0.862,0.81183,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p05_s1,mazes,test_accuracies_most_certain,0.87355,0.83937,30,30000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p05_s2,mazes,test_accuracies_most_certain,0.89498,0.89455,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p15_s0,mazes,test_accuracies_most_certain,0.83446,0.83409,20,20000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p15_s1,mazes,test_accuracies_most_certain,0.85021,0.85021,20,20000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p15_s2,mazes,test_accuracies_most_certain,0.89389,0.89304,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p3_s1,mazes,test_accuracies_most_certain,0.90152,0.9015,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p2_cp0p3_s2,mazes,test_accuracies_most_certain,0.89693,0.88863,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p05_s0,mazes,test_accuracies_most_certain,0.84926,0.84494,20,20000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p05_s1,mazes,test_accuracies_most_certain,0.88695,0.88695,40,40000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p05_s2,mazes,test_accuracies_most_certain,0.88628,0.88627,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p15_s0,mazes,test_accuracies_most_certain,0.89872,0.88009,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p15_s2,mazes,test_accuracies_most_certain,0.9001,0.9001,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p3_s0,mazes,test_accuracies_most_certain,0.89463,0.89391,100,100000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p3_s1,mazes,test_accuracies_most_certain,0.87782,0.87782,30,30000,done,checkpoint.pt,0.9117,
mazes_swp_w0p3_cp0p3_s2,mazes,test_accuracies_most_certain,0.87174,0.87174,30,30000,done,checkpoint.pt,0.9117,
parity_revise_w0.1_cp0.15_s0,parity,test_accuracies_most_certain,0.9210960751488095,0.9210960751488095,141,140000,partial,checkpoint_140000.pt,0.6797,
parity_revise_w0.1_cp0.15_s1,parity,test_accuracies_most_certain,0.9992268880208334,0.9838750930059523,161,160000,partial,checkpoint_160000.pt,0.6797,
parity_revise_w0.1_cp0.15_s2,parity,test_accuracies_most_certain,0.9999912806919643,0.9999912806919643,141,140000,partial,checkpoint_140000.pt,0.6797,
parity_revise_w0.1_cp0.15_s3,parity,test_accuracies_most_certain,1.0,0.9999854678199405,151,150000,partial,checkpoint_150000.pt,0.6797,
parity_revise_w0.1_cp0.15_s4,parity,test_accuracies_most_certain,0.9989304315476191,0.9972185407366071,131,130000,partial,checkpoint_130000.pt,0.6797,
sort_abl_block1_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_abl_block1_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_block1_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_block3_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_abl_block3_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_block3_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_full_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_abl_full_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_full_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_no_loss_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_abl_no_loss_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_no_loss_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_no_noise_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_abl_no_noise_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_abl_no_noise_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_revise_w0.1_cp0.15_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_revise_w0.1_cp0.15_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_revise_w0.1_cp0.15_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_revise_w0.1_cp0.15_s3,sort,test_accuracies_full_list,0.6875,0.6041666666666666,101,100000,done,checkpoint.pt,0.8753,
sort_revise_w0.1_cp0.15_s4,sort,test_accuracies_full_list,0.6145833333333334,0.59375,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p05_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p05_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p05_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p15_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p15_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p15_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p3_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p3_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p05_cp0p3_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p05_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p05_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p05_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p15_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p15_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p15_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p3_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p3_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p1_cp0p3_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p05_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p05_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p05_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p15_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p15_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p15_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p3_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p3_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p2_cp0p3_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p05_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p05_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p05_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p15_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p15_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p15_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p3_s0,sort,test_accuracies_full_list,0.6458333333333334,0.5833333333333334,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p3_s1,sort,test_accuracies_full_list,0.7916666666666666,0.71875,101,100000,done,checkpoint.pt,0.8753,
sort_swp_w0p3_cp0p3_s2,sort,test_accuracies_full_list,0.8020833333333334,0.6875,101,100000,done,checkpoint.pt,0.8753,
